chain_0_len,chain_1_len,chain_2_len,chain_3_len,chain_4_len,chain_5_len,chain_6_len,chain_7_len,fingure_0_len,fingure_0_width,fingure_1_len,fingure_1_width,fingure_2_len,fingure_2_width,fingure_3_len,fingure_3_width,fingure_4_len,fingure_4_width,img,median_skin_color,palm_circle_radius,texture_contrast_00,texture_contrast_90,texture_correlation_00,texture_correlation_90,texture_dissimilarity_00,texture_dissimilarity_90,texture_energy_00,texture_energy_90
133.689926147,173.158905029,158.268768311,172.586227417,176.408615112,158.823791504,257.280029297,141.283401489,144.068350606,34.5088341355,177.128089663,37.9575649451,186.326742957,40.2906943368,175.193335069,42.9951716558,128.952270282,50.9039805833,../training/105.tif,148.0,95.0697631836,1946.08981199,1908.6328725,0.448216273391,0.453727945237,29.1603150407,28.6187916027,0.0514890283978,0.0512730938826
137.131332397,171.187026978,158.142333984,166.736312866,182.822341919,160.962722778,240.308151245,152.610626221,142.569056422,38.0914895866,176.141234837,40.3118287693,183.288272426,42.3391892743,171.487954213,44.4759370637,126.298349574,51.5395366517,../training/106.tif,153.0,96.9844970703,1793.0964812,1989.11821557,0.490152493176,0.434987744007,27.7015370935,28.8203405018,0.0545294954363,0.0544074536968
139.51701355,173.288772583,160.078094482,167.88684082,181.727798462,157.746643066,241.760223389,148.569839478,147.751662399,38.9967118086,176.253157558,40.1779901691,183.080395176,41.4837413532,173.613521547,39.2934538412,134.946484733,47.5927274344,../training/107.tif,152.0,95.9379882812,1590.41152185,1563.81009985,0.504786912274,0.502712431979,26.5098450203,26.1146313364,0.0664808799179,0.066372263254
158.808059692,193.889160156,188.448928833,208.312271118,202.987686157,182.704650879,259.738311768,147.502532959,160.100361771,43.2920286587,203.426113702,45.1057142553,216.919837163,46.6474124833,193.610599949,48.1963570606,134.51388756,53.2681234521,../training/109.tif,158.0,106.254272461,1952.79134909,2123.63152842,0.572885055995,0.532577015965,28.9478531504,30.4121223758,0.0872304207415,0.0852011725797
156.630157471,187.243164062,184.358352661,188.679641724,212.249847412,165.677383423,238.354782104,94.7945098877,162.788853466,41.6371979475,199.761457143,44.2784952572,207.130700843,47.084269866,181.317977361,47.2869474807,100.040190182,47.8630100769,../training/111.tif,153.0,107.562438965,1917.97402185,1936.65348182,0.439119621068,0.435858656575,29.7640370935,29.5309779826,0.0957367465119,0.0966424446467
160.589538574,210.059524536,192.442214966,199.970001221,211.286529541,190.895263672,271.064544678,144.450683594,165.644129428,50.6587080684,208.183409343,51.8633270884,214.476897827,53.4839678471,196.769193108,55.9113470147,133.026391485,62.5982254023,../training/112.tif,151.0,120.632568359,2018.87766768,1875.83051715,0.303535133602,0.363359521895,30.1391006098,28.9129544291,0.0645053826734,0.0647087110879
164.830215454,208.060073853,192.442199707,198.758651733,210.736801147,190.821899414,264.461700439,147.122375488,168.64398292,51.1837054847,208.514783282,51.7236576909,212.451470681,53.9686003384,197.000811294,54.0053016801,139.444850417,58.853889241,../training/113.tif,153.0,120.648071289,2579.56948679,2394.39548131,0.232740556799,0.296828941692,35.4833587398,33.8802483359,0.063952232161,0.063476786483
163.343200684,210.038085938,192.898925781,199.642166138,213.178314209,189.789352417,267.748016357,145.361602783,168.946126785,51.6548432879,209.467081944,52.4167432245,214.471569355,53.4415047775,196.803863425,54.1122241194,135.837646801,61.5334333365,../training/114.tif,146.0,118.632568359,1964.98043699,1835.34952637,0.336576180723,0.391993864285,30.153328252,29.117703533,0.0643825577356,0.0637449792017
169.758636475,207.617431641,194.586730957,210.722564697,208.002410889,189.446578979,266.72833252,173.56552124,173.326656929,48.9864469317,213.473510251,47.3431749354,221.194737837,50.9398223474,202.30248364,54.946246797,154.214376722,55.2071092604,../training/118.tif,151.0,114.0,1644.46297002,1620.76638505,0.404633467008,0.41078057298,26.8331427846,26.4816948285,0.0643487272385,0.0644800849114
147.027206421,199.331375122,184.45866394,199.022598267,207.848495483,177.476776123,286.14855957,130.698120117,166.778768435,49.1475249767,204.390894548,48.4363663103,216.973261856,51.0628887446,197.310461551,54.0229824373,144.795541261,56.5608539451,../training/120.tif,152.0,111.0,1840.59260671,1817.45276498,0.568703360623,0.574181104031,27.3161839431,27.0084485407,0.0674435916921,0.0674043361921
157.279998779,204.120056152,189.108444214,204.658248901,203.420761108,187.640625,285.212219238,155.029037476,172.506955003,46.3878670374,207.384407928,45.7182480226,219.274019581,45.177570836,207.978688644,47.0890962292,149.553175474,55.6604452944,../training/122.tif,155.0,109.269775391,2198.3546748,2249.83486943,0.507792349496,0.499750172497,30.8526422764,31.0323860727,0.0771803062983,0.0755064030425
164.839324951,207.171432495,183.806976318,204.377105713,200.561706543,184.954040527,267.26953125,170.144058228,176.291015997,45.2693423234,205.382356263,44.3164148325,215.067614622,45.1384543072,204.095797942,47.0075421369,149.482116499,52.5562515734,../training/123.tif,158.0,108.254272461,1872.89195884,1888.97318228,0.541473640083,0.539266939432,28.4340066057,27.9991679467,0.078119939191,0.0780740320337
152.869232178,202.091552734,188.042541504,205.060958862,203.501831055,189.662841797,288.669403076,136.473464966,169.029357451,45.8380873877,207.142455099,46.4162289726,218.522203537,44.9762084637,208.638987402,45.9805556689,143.64415953,55.921866731,../training/124.tif,159.0,110.448059082,2184.61661585,2060.53571429,0.51168944301,0.542131810861,29.896976626,28.9192268305,0.0780445692172,0.0772709979155
166.171600342,203.039398193,190.517715454,203.002456665,204.714431763,185.58555603,288.086791992,129.495178223,176.492910891,45.315410141,208.74907473,46.0949980216,217.399952056,45.1048436857,205.525963464,47.0721701208,138.791106251,55.7714746349,../training/126.tif,157.0,107.648071289,2004.04065041,2003.53936252,0.533298140245,0.535901493593,29.2403455285,28.9798387097,0.073020691631,0.0714827622269
174.453430176,203.553436279,190.905731201,204.787719727,202.6746521,188.692886353,295.061004639,143.673233032,172.870981617,45.2807670756,207.799995073,46.0582955931,217.181662474,45.6115494632,204.68791642,47.8942078096,145.549938387,58.1857188799,../training/127.tif,159.0,110.0,2055.61197917,2176.87167179,0.471047158154,0.44326818575,30.2767403455,30.5068484383,0.0800733498027,0.0786584433735
153.388397217,193.06477356,171.093551636,185.690612793,189.391143799,177.910095215,251.03187561,135.440032959,161.65273758,40.9164714448,192.16188133,40.0532299388,201.627246205,39.9883736591,193.259866239,43.1416358823,129.186803581,49.0632245838,../training/128.tif,149.0,93.9069824219,1931.390625,1809.72491039,0.382977967363,0.416603436543,29.7360264228,28.8132360471,0.0739274562617,0.0733828107302
156.160171509,190.12890625,172.661529541,186.681564331,189.654953003,176.045455933,255.195999146,136.124954224,158.365665019,40.6987168883,192.76704518,40.2732882697,201.343985394,40.4257185226,192.720619418,42.8860559543,123.541677482,51.1350076045,../training/129.tif,152.0,96.150390625,1640.98901169,1777.88818484,0.481361082166,0.438368575509,27.7108104675,28.4196748592,0.0669576472844,0.0663607976946
152.397506714,171.0730896,163.217651367,160.449386597,182.222381592,149.693008423,232.045257568,128.082000732,158.381324895,30.0553077772,184.356917417,32.0149842086,182.567331135,37.3565401876,174.990993597,38.4628325948,141.414319322,45.0221770215,../training/135.tif,155.0,93.5596923828,1850.80659299,1863.86687148,0.535268579244,0.530985069595,29.323234248,29.1912442396,0.0771103224957,0.0766293035227
140.035705566,202.674606323,175.692901611,199.022598267,194.999984741,177.766677856,217.006896973,113.701347351,158.640895652,42.4904739951,202.311914122,45.6317686192,215.032582774,44.5628332124,196.070893947,49.3685226641,107.070530358,54.6180206563,../training/138.tif,142.0,106.184082031,1240.66704776,1096.00454429,0.543028005684,0.607172290642,20.7253556911,19.1751792115,0.0729392783796,0.0732538835206
139.785552979,201.039810181,175.570510864,197.732147217,192.35383606,171.470123291,243.647293091,137.927520752,160.064219093,40.2607872165,204.054183801,46.7608032002,208.336178711,48.381054824,194.661551366,46.5519322366,133.120178953,53.0362603206,../training/141.tif,148.0,103.384094238,1655.25177846,1361.52156938,0.481306937089,0.581418754179,24.4542682927,21.8767921147,0.0658022017794,0.067494390733
137.010955811,174.269897461,151.608032227,173.61164856,178.126358032,163.624572754,247.008117676,146.874099731,150.619951129,42.8503894267,172.292640552,42.7053575087,186.533917503,47.0773098028,181.370792809,49.469230897,135.245846327,51.5064513627,../training/142.tif,151.0,102.0,1504.73145325,1559.7844342,0.581918358848,0.576307626624,25.0821900407,25.2944188428,0.0884380161719,0.0875822684581
125.670211792,180.024993896,145.248046875,168.047607422,172.699172974,162.864944458,230.703277588,124.823883057,137.491975669,38.5910359165,163.718506118,42.2929476366,178.550928504,44.1224914329,177.739740013,44.9792482697,125.041668407,47.7800530638,../training/144.tif,156.0,94.2697753906,2043.18680132,1886.08147721,0.481072914328,0.524706677782,30.4345147358,29.0803251408,0.0723417022355,0.0722116554415
112.43221283,176.638015747,148.141815186,174.413299561,171.400100708,169.097610474,225.428497314,121.622375488,131.999546741,36.365639759,169.308805105,41.0317965428,184.30124672,43.8900446153,186.344191268,44.4372230137,127.594907181,45.1470594369,../training/145.tif,156.0,94.596496582,1177.7367251,1265.50768049,0.681201609472,0.657255892547,20.6668572154,20.6237839222,0.0894730293164,0.0888573734513
127.945304871,167.45149231,156.524765015,173.769958496,173.158889771,165.423706055,223.787841797,128.456192017,133.595979536,39.3023590851,166.96680674,44.570496293,178.259985728,46.0656762287,175.3777427,47.7425146182,122.379056259,49.6090510848,../training/146.tif,158.0,98.0635681152,1795.83422256,1752.50140809,0.560228843632,0.570639355862,28.8319359756,28.1111111111,0.0827445875061,0.082410474883
105.99055481,137.76789856,125.239746094,148.354278564,143.377120972,127.910133362,184.173812866,110.44002533,116.374656048,30.5573852844,140.892913376,32.6732760103,154.496458708,36.1620238437,142.183115677,36.7706252715,112.112449566,39.1318988983,../training/150.tif,157.0,76.6976623535,679.563135163,721.320276498,0.867539966791,0.858042660873,9.82342479675,9.92575524834,0.0973788890813,0.0964135408073
108.70602417,133.521530151,128.160049438,140.0,146.109558105,122.249740601,186.010757446,107.935180664,118.528105533,29.0966777376,143.246120812,30.6558623819,150.641015198,35.7911622113,137.400169932,37.6744089125,110.613564198,38.1234356898,../training/151.tif,165.0,79.7255859375,896.763147866,864.885240655,0.823191236798,0.827632977923,14.1189659553,13.5556195597,0.102477634906,0.103009418195
107.377845764,136.194717407,126.562225342,147.298995972,142.89855957,128.631240845,168.267608643,119.603530884,119.412389186,30.5201694287,142.368112578,32.7371352752,156.149711707,34.8156168557,150.031578528,31.3206757106,112.783577766,37.0174870003,../training/152.tif,161.0,77.8914794922,654.500254065,693.541346646,0.843921808186,0.833314916808,11.1234756098,10.9477726575,0.101393946711,0.102648284207
135.207244873,186.131668091,165.469024658,183.024581909,184.097793579,169.516937256,239.353302002,126.589912415,148.884155685,39.5732561161,188.692848862,40.1884393307,198.372947482,42.4314028552,184.207981881,45.551369181,131.988849681,51.2700207424,../training/155.tif,150.0,97.3162841797,2202.10785061,2052.89029698,0.317133538138,0.365998047333,32.9532520325,32.0455709165,0.0822873680783,0.0823522826352
144.062484741,180.853515625,169.531692505,176.025558472,184.200973511,163.049072266,246.999984741,129.711212158,151.802569765,37.0454859811,190.064636006,40.1361491726,193.119446991,45.2244504755,176.618413806,48.9328334593,128.461047195,50.6609354399,../training/157.tif,149.0,98.3782958984,1553.8273628,1656.69828469,0.473375708721,0.437418539725,26.8884654472,27.4663338454,0.0645410688226,0.0627927647349
